标题,totalStarIcon1,resource_date
其实周庄还是挺美的，虽然目前也商业化了一些，可是给我们也带来了方便。如果很多古镇，那种严重商业化完全靠包装出来的的镇子是政府统一安排的门店装修风格，周庄里面的店子都是居民们自己弄的，晚上也没有那么多商业化堆砌起来的灯光让你感觉很华丽，大部分都是饭店的灯，加上来的路上一排树挂的灯笼，还不错。有些做小吃的也是在自己家门口，虽然吆喝声很大，但我觉得也还好，里面的人也很友好，你不买或者不进门，他们也没什么，还是蛮多笑容的。我是七点以后进的，住的景区内的客栈，所以逃过了门票，第二天好好的玩了一天。建议这种方案的还有个原因是一定要早起看周庄，很漂亮，又安静，吃个早饭别提多享受了。里面的东西还是少买，毕竟价格嘛，肯定比外面贵。吃东西就看大众评论咯。还有，有很多小出口，只有一个人站在那里，千万不要一不小心走出去了，那样就不划算啦哈哈。还有，一定要坐船感受下，一条船120元，限制六个人封顶，大家可以自行拼船，比较划算,5分,2016-03-28
"说走就走的旅行（二）
古镇之旅——周庄

这次没有朋友，就自己。一个人，一背包。下午从南京出发，坐了近三小时的车到了昆山。从昆山到周庄还有一段距离，乘坐111路换乘130路又坐了一个多小时才到周庄的地盘（昆山的公交实在坑，按距离收费，准备的钢蹦一下投进去六个）。但只是到边界，距离古镇景区还要有个五里路。随便吃了一碗兰州拉面，又踏上了行程。此时天已经很很黑了。

没有打的，我选择了步行过去，一路走一路看，看风景看人也看自己。

周围事物对我而言都很新鲜，走起来显得很快。很快就到了进入古镇的的第一个大门——周庄大桥。
夜里的大桥显出一种江南的柔美和宁静。
过了桥离古镇中心也就更近了。
路灯的柱子上也放着小黄花。
继续走就到了古镇景区的原大门——新牌楼。
说来也巧，就在我拍照的那一刻，天上飘下了雪，增添了一份唯美的感觉。很遗憾，牌楼在维修，不能一睹真面目了。
手机是一直开着导航的，本来想直接先回青旅的，走着走着就看到了很喜庆的中国色彩，突然有了年的味道。如此美景，怎能不拍个照留念呢，这不警察叔叔也拍起了照片。
继续往前走，很快就到了一个很有特色很庄重的大门前面，我就毫不犹豫的跨了进去，还在犹豫我这是不是在周庄里面了呢。后来听阿姨讲才知道那正是周庄的正大门，还说我很幸运那么顺利就进去了（因为平时那里查的很严，晚上七八点之前必须凭票进入，我没票，还大摇大摆的进去了）
也许是晚上的原因，与其说古镇显得很冷清，到不如说很静谧，没有人的喧嚣拥挤，此时踏在古青色的石板路上，沿着河边，探寻周庄的古老气息，品位周庄人的生活。
曼妙的少女她们在那里谈话，她们在那里做着女工，她们在那里泼水嬉戏，又有她们在捣衣洗米……
撑一把油纸伞，在江南的雨巷。
最大的印象就是江南水多，周庄水更多！
伴随着现代化，所有的古镇都难逃被商业化的命运，周庄也不例外。因为是晚上，庄里的店铺大都已经关闭，但也有少数的店铺仍在营业。透过破败掉落了的墙皮以及沧桑厚重的外表才能将它和古联系起来，进入店铺内部，都是司空见惯了的商业化物品，已然不能看到具有它本身文化特色的东西。
这是商业的成功还是文化的可悲。
不过还能看到一些店铺的名字，很美，与水乡很贴切！
不知不觉已经过去好久，天也越来越晚了，气温也下降得厉害手冻的也快不当家了（全江苏降温十度，有中雪，不是盖的）
拍照留念，回住处。",5分,2016-01-22
可能名气太大，听过有关周庄的评价太多，人多的有些无奈，想起小四曾经说过一句话：你看看身边有多少人在亵渎着古老。抛开过度开发商业气息太重不说，建筑保存完好，比起一些较小的古镇，周庄的建筑算是非常气势了，晚上7点半有一个《四季周庄》演出，票价标注150，住在里面老板娘帮忙买的一百一张，好像网上有更便宜的，演出还是不错，比较完整的展现了江南水乡周庄的一年，从春耕到收获，以及很多特有的民俗，既然来了这还是值得一看的。,4分,2016-01-09
比较有名的江南水乡，但是商业化很厉害。,4分,2020-11-12
最出名的江南古镇 商业化不必说 小桥流水 几位名人添彩 还是值得去逛逛的 有故事的江南水乡总是带着那一抹历史沉积的味道呢 去感受吧,3分,2020-10-18
说实话周庄不咋好，不建议大家去，作为古镇，游玩性是比较差的一个，我这次旅***程唯一不满意的一个，古镇有点破，规划还不好，下车走到古镇里走了3里地，要把我累死了，里面也不好玩，几个破房子，没什么观赏性,3分,2020-10-10
没找对地方吧，不知道怎么玩，瞎走了一天,5分,2020-09-28
刷身份证可三天进出,5分,2020-09-23
值得一去，很漂亮，有时间我想再来一次,4分,2020-11-11
带着孩子玩还行，人不算很多疫情的时候,5分,2020-11-08
国庆放假去的，周庄人山人海，体验太差,4分,2020-10-18
非常方便，购买了以后立马就能够入园。,5分,2020-10-01
古老水乡 还是值得去的啊 我喜欢的地方,4分,2020-11-29
景色不错，小桥流水、苏式庭院，超棒,5分,2020-09-24
好我看下我看下,5分,2020-09-21
还不错。。。。,5分,2020-09-14
周庄第二次来了，这次带着四个孩子来度假，疫情期间限流蛮好的，人少了很多，住的月上文化酒店服务环境都很好，景区里很干净，只是部分地方在修缮不能参观，总体满意,5分,2020-07-30
来这种地方转一转，给人感觉还是有世外桃源的感觉，嗯，想象着古装电影里面的大家大院，它整个的环境建设就觉得这边的实在是太了不起了，真的是非常带劲的一个地方。,5分,2020-07-13
"春天的周庄是风车的海洋，成片的小风车如花朵般“绽放”在古镇的角落，一阵微风吹过，风车如花朵般挥舞着“花瓣”，迎风盛舞。此刻的水乡，充满了童趣。最美人间四月天,周庄风车季等你。",5分,2020-04-28
还行吧服务周到还行吧服务周到还行吧服务周到还行吧服务周到还行吧服务周到还行吧服务周到还行吧服务周到还行吧服务周到,4分,2020-10-16
周庄本身没有什么特别有趣的东西，主要是造的这些建筑挺好玩啊，讲究的是一个互相借用对方的景物啊，由远及近，再加上一些水里的小动物啊，这些鱼添了很多的生气。,5分,2020-05-12
古镇常规布局，规模不小，商业形态比较陈旧。随便走走逛逛，补充些人文知识,3分,2021-01-01
景色不错，性价比高，总体超赞，,5分,2020-12-11
景点有特色，但是内容比较单一。,5分,2020-11-24
景色不错，总体超赞，有趣好玩，,5分,2020-11-23
商业气息太浓了！污染太严重！！,4分,2020-11-02
第一水乡就是名不虚传，比较大，,5分,2020-10-30
景色不错，性价比高，总体超赞，,5分,2020-10-28
体验很好，景色不错，值得推荐，,5分,2020-10-15
好玩！现场买票也是80，没便宜,5分,2020-10-12
很不错呀，还会x体验很好，去的,5分,2020-10-11
景色不错，值得推荐，有趣好玩，,5分,2020-10-10
有趣好玩，值得推荐，体验很好，,5分,2020-10-10
体验很好，值得推荐，景色不错，,5分,2020-10-08
节假日人非常多，建议淡季时候去,5分,2020-10-08
景色不错，,5分,2020-09-23
体验很好，,5分,2020-09-21
下雨天很美,5分,2020-09-18
景色不错，,5分,2020-09-17
景色不错，,5分,2020-09-13
梦里枕着水乡 还是很美的画面！,4分,2020-12-09
还是挺适合的 我喜欢！！！！！,4分,2020-11-15
商业化比较严重，带娃的话推婴儿车不方便，因为要过桥，而且石板路太多。,4分,2020-10-11
江南有很多水乡，周庄是其中之一，也是江南六大古镇之一，而且在画家陈逸飞的笔下，双桥如画，勾勒出一副小桥流水的典型江南枕水人家的画面，来到周庄，更是能感受到那一份江南独有的灵秀和温婉的气质。,5分,2020-02-13
老板很年轻很佛系，景色优美,5分,2020-11-09
国庆节去的，人很多，没啥看,5分,2020-10-09
国庆人非常多，但不影响景色,5分,2020-10-06
不愧为5A景区。名不虚传。,5分,2020-09-17
江南历史古镇，小而精致，此类古镇在苏南、嘉兴、湖州、上海有好几十个，有时间可以去没有名气的小镇溜达，品味江南小桥流水人家的味道,5分,2020-09-10
景色不错，浓浓的水乡味道,5分,2020-11-04
小桥流水人家，享受慢生活,5分,2020-10-07
还不错 夜晚美 古镇很优雅,5分,2020-10-18
夜景很美，建议下午再去,5分,2020-10-10
节假日之前到，人不太多,5分,2020-10-09
挺好！下次还去！！！！,5分,2020-09-24
夜游周庄真的很有意境，号称江南水乡之首，有中国第一水乡之称，晚上夜景拍照很好，人也不多，有兴趣的可以看看《四季周庄》实景演出，入住民宿很方便。,5分,2020-08-21
总体超赞，景色不错，,5分,2020-12-05
景色不错，总体超赞，,5分,2020-11-20
有趣好玩，性价比高，,5分,2020-11-09
景色很美。景色不错，,5分,2020-11-05
景色宜人，总体超赞，,4分,2020-11-03
风景不错，有古镇特色,5分,2020-10-29
有趣好玩，景色不错，,5分,2020-10-28
景色不错，值得推荐，,5分,2020-10-16
纸箱王套餐物有所值。,5分,2020-10-13
值得推荐，有趣好玩，,5分,2020-10-13
景色不错，值得推荐，,5分,2020-10-12
体验很好，景色不错，,5分,2020-10-12
景色不错，值得推荐，,5分,2020-10-09
景色不错，体验很好，,5分,2020-10-08
体验很好，值得推荐，,5分,2020-10-08
值得推荐，景色不错，,5分,2020-10-07
环境优美地理位置优越,5分,2020-10-07
值得推荐，景色不错，,5分,2020-10-04
江南美景！美不胜收！,5分,2020-09-27
体验很好，景色不错，,5分,2020-09-24
"【趣味】适合去短期修行一下，就算疫情期间白天也算是超多人的。
【性价比】比较商业化了。消费高起来了。
【景色】不错呢，这里是出名是因为真心不错。",4分,2020-08-03
马山国家风景名胜区的山水之间，这里向来有“净空、净土、净水”之称，生态秀美，环境优越。而拈花湾靠山面湖，更与灵山大佛依山为邻，可以说是得尽天地人文灵气。拈花湾的命名，一方面源于灵山会上佛祖拈花而迦叶微笑的经典故事，同时也缘于它所在的地块形似五叶莲花的神奇山水。小镇整体建筑风格与日本奈良非常相似，又融入了中国江南小镇特有的水系，打造出了一种独有的建筑风格，使得整个小镇沉浸在美轮美奂的意境中,4分,2020-07-18
还是很棒的，疫情期间室内场馆都已经关闭了，没有以前那么拥挤了，走在小桥边，感受着，看着小道里川流不息的撑船，很舒适，饿了的话，路边的美食云云，价格适中，这里还有有名的万三猪蹄，很赞，看着就很有胃口，目前景区有门票优惠，半价，很赞。,5分,2020-05-05
